2016/12/05,17:25:32,22902366,120272592,254,1013,24,43,61,78,0,0,0
2016/12/05,17:25:33,22902366,120272592,254,1013,24,43,61,78,36,53,71
2016/12/05,17:25:34,22902368,120272592,253,1013,24,43,61,78,36,52,72
2016/12/05,17:25:36,22902368,120272592,255,1013,24,42,59,77,36,52,72
2016/12/05,17:25:37,22902368,120272592,255,1012,24,42,59,77,36,52,72
2016/12/05,17:25:38,22902368,120272592,254,1013,24,42,59,76,36,51,69
2016/12/05,17:25:39,22902368,120272592,255,1013,24,42,59,76,36,52,70
2016/12/05,17:25:40,22902368,120272592,254,1013,24,42,59,76,37,53,71
2016/12/05,17:25:41,22902368,120272600,0,1012,24,38,53,71,37,53,71
2016/12/05,17:25:43,22902368,120272600,0,1012,24,38,53,71,37,53,71
2016/12/05,17:25:44,22902368,120272600,2,1012,24,38,53,71,37,55,74
2016/12/05,17:25:45,22902368,120272600,2,1012,24,29,44,62,37,56,74
2016/12/05,17:25:46,22902368,120272600,4,1012,24,28,43,60,37,56,74
2016/12/05,17:25:47,22902368,120272600,6,1012,24,27,40,56,37,56,74
2016/12/05,17:25:48,22902350,120272772,24,1011,24,24,36,52,37,56,74
2016/12/05,17:25:50,22902350,120272672,9,1011,24,24,36,52,35,54,72
2016/12/05,17:25:51,22902350,120272672,14,1011,24,24,36,52,36,54,73
2016/12/05,17:25:52,22902350,120273700,15,1010,24,22,34,43,36,54,73
2016/12/05,17:25:53,22902350,120272672,16,1010,24,23,34,44,36,54,73
2016/12/05,17:25:54,22902350,120272672,16,1010,24,23,34,44,36,54,73
2016/12/05,17:25:55,22902334,120272784,19,1010,24,23,34,44,37,54,73
2016/12/05,17:25:57,22902334,120272784,23,1010,24,22,35,44,37,54,73
2016/12/05,17:25:58,22902334,120272784,23,1009,24,22,35,45,37,54,73
2016/12/05,17:25:59,22902334,120272784,26,1009,24,22,35,45,37,54,69
2016/12/05,17:26:00,22902334,120272784,30,1009,24,22,35,45,36,53,68
2016/12/05,17:26:01,22902334,120272784,31,1009,24,22,35,45,37,53,69
2016/12/05,17:26:02,22902330,120272816,32,1008,24,25,40,52,37,53,69
2016/12/05,17:26:04,22902330,120272816,33,1008,24,25,40,52,37,53,69
2016/12/05,17:26:05,22902330,120272816,33,1008,24,25,40,52,36,54,73
2016/12/05,17:26:06,22902330,120272816,34,1008,24,24,39,52,37,54,73
2016/12/05,17:26:07,22902330,120272816,34,1008,24,24,39,52,37,54,73
2016/12/05,17:26:08,22902330,120272816,34,1008,24,24,39,52,37,54,73
2016/12/05,17:26:09,22902324,120272816,36,1008,24,22,37,50,37,54,73
2016/12/05,17:26:11,22902324,120272816,39,1008,24,22,37,50,36,53,71
2016/12/05,17:26:12,22902324,120272816,42,1007,24,22,37,50,36,53,70
2016/12/05,17:26:13,22902324,120272816,43,1007,23,22,36,48,37,52,70
2016/12/05,17:26:14,22902324,120252816,99,1007,23,23,37,48,37,52,70
2016/12/05,17:26:15,22902324,120272801,63,1021,11,138,37,51,37,52,70
2016/12/05,17:26:16,22902340,120272888,47,1007,23,24,37,116,35,51,70
2016/12/05,17:26:18,22902340,120272888,47,1131,21,259,329,167,35,51,70
2016/12/05,17:26:19,22902340,120272888,47,1007,24,27,42,55,35,51,70
2016/12/05,17:26:20,22902340,120272888,51,1006,23,28,42,59,36,54,72
2016/12/05,17:26:21,22902340,120272888,52,1006,23,28,43,59,35,54,72
2016/12/05,17:26:22,22902340,120272888,54,1006,23,28,43,59,35,54,72
2016/12/05,17:26:23,22902348,120272904,56,1006,23,28,43,51,35,54,72
2016/12/05,17:26:25,22902348,120272904,57,1023,24,326,43,59,35,54,72
2016/12/05,17:26:26,22902348,120272904,61,1005,23,28,44,62,35,54,72
2016/12/05,17:26:27,22902348,120272904,62,1005,23,29,165,170,36,54,72
2016/12/05,17:26:28,22902348,120272904,64,1005,23,29,45,63,36,54,72
2016/12/05,17:26:29,22902348,120272904,66,1004,7,29,44,55,36,54,72
2016/12/05,17:26:30,22902352,120272896,67,1004,23,29,47,63,36,54,72
2016/12/05,17:26:32,22902352,120272896,70,1004,23,29,47,63,37,54,72
2016/12/05,17:26:33,22902352,120272896,74,1004,87,25,141,62,37,54,72
2016/12/05,17:26:34,22902352,120272896,75,1003,23,31,47,65,36,54,70
2016/12/05,17:26:36,22902352,120272896,75,1003,23,31,47,65,36,54,70
2016/12/05,17:26:37,22902352,120272896,75,1003,23,31,47,65,36,54,70
2016/12/05,17:26:39,22902362,120272880,82,1002,23,31,45,63,37,54,73
2016/12/05,17:26:40,22902362,120272880,82,1002,23,31,45,63,37,54,73
2016/12/05,17:26:42,22902362,120272880,82,1002,23,31,45,63,37,54,73
