2016/11/21,11:17:35,22903964,120273056,254,1010,29,21,31,35,0,0,0
2016/11/21,11:17:40,22903964,120273056,4,1009,29,23,31,40,0,0,0
2016/11/21,11:17:45,22903964,120273056,12,1008,28,23,31,40,0,0,0
2016/11/21,11:17:50,22903964,120273056,8,1009,28,23,31,40,0,0,0
2016/11/21,11:17:55,22903964,120273056,18,1007,27,24,35,44,0,0,0
2016/11/21,11:18:01,22903980,120273064,13,1008,28,24,35,44,0,0,0
2016/11/21,11:18:06,22903980,120273064,12,1008,28,24,35,44,0,0,0
2016/11/21,11:18:11,22903980,120273064,14,1008,27,27,41,52,0,0,0
2016/11/21,11:18:16,22903980,120273064,19,1007,27,27,41,52,0,0,0
2016/11/21,11:18:21,22903980,120273064,19,1007,27,27,41,52,0,0,0
2016/11/21,11:18:26,22903980,120273064,15,1008,27,27,40,54,0,0,0
2016/11/21,11:18:32,22904004,120273056,14,1008,27,27,40,54,24,34,45
2016/11/21,11:18:37,22904004,120273056,18,1007,27,27,40,54,24,34,45
2016/11/21,11:18:42,22904004,120273056,18,1007,27,24,39,49,24,34,45
2016/11/21,11:18:47,22904004,120273056,21,1007,27,24,39,49,26,37,44
2016/11/21,11:18:52,22904004,120273056,22,1007,26,24,39,49,26,37,44
2016/11/21,11:18:57,22904004,120273056,23,1007,26,25,36,45,26,37,44
2016/11/21,11:19:03,22904016,120273032,23,1007,26,25,36,45,22,32,39
2016/11/21,11:19:08,22904016,120273032,24,1007,26,25,36,45,22,32,39
2016/11/21,11:19:13,22904016,120273032,24,1007,26,25,38,48,22,32,39
2016/11/21,11:19:18,22904016,120273032,23,1007,26,25,38,48,21,32,41
2016/11/21,11:19:23,22904016,120273032,21,1007,26,25,38,48,21,32,41
2016/11/21,11:19:28,22904016,120273032,23,1007,26,25,38,48,21,32,41
2016/11/21,11:19:34,22904010,120273024,24,1007,26,27,42,54,21,32,39
2016/11/21,11:19:39,22904010,120273024,27,1006,26,27,42,54,21,32,39
2016/11/21,11:19:44,22904010,120273024,27,1006,26,27,42,54,21,32,39
2016/11/21,11:19:49,22904010,120273024,26,1006,26,26,38,50,21,32,43
2016/11/21,11:19:54,22904010,120273024,26,1006,26,26,38,50,21,32,43
2016/11/21,11:19:59,22904010,120273024,27,1006,26,26,38,50,21,32,43
2016/11/21,11:20:05,22904028,120273016,36,1005,26,27,40,49,21,32,40
2016/11/21,11:20:10,22904028,120273016,35,1005,26,27,40,49,21,32,40
2016/11/21,11:20:15,22904028,120273016,40,1005,26,27,40,49,21,32,40
2016/11/21,11:20:20,22904028,120273016,47,1004,26,23,34,46,21,32,40
2016/11/21,11:20:25,22904028,120273016,46,1004,26,23,34,46,22,32,37
2016/11/21,11:20:30,22904028,120273016,47,1004,26,23,34,46,22,32,37
2016/11/21,11:20:36,22904086,120272976,53,1003,26,25,37,49,22,32,37
2016/11/21,11:20:41,22904086,120272976,55,1003,25,25,37,49,24,35,41
2016/11/21,11:20:46,22904086,120272976,56,1003,25,25,37,49,24,35,41
2016/11/21,11:20:51,22904086,120272976,55,1003,25,27,38,46,24,35,41
2016/11/21,11:20:56,22904086,120272976,61,1002,25,27,38,46,23,36,43
2016/11/21,11:21:01,22904086,120272976,64,1002,26,27,38,46,23,36,43
2016/11/21,11:21:07,22904130,120272976,64,1002,26,26,36,46,23,36,43
2016/11/21,11:21:12,22904130,120272976,63,1002,26,26,36,46,24,35,43
2016/11/21,11:21:17,22904130,120272976,63,1002,25,26,36,46,24,35,43
2016/11/21,11:21:22,22904130,120272976,62,1002,25,26,36,46,24,35,43
2016/11/21,11:21:27,22904130,120272976,64,1002,25,33,46,63,21,32,38
2016/11/21,11:21:32,22904130,120272976,64,1002,25,33,38,48,21,32,38
2016/11/21,11:21:38,22904126,120272968,62,1002,25,33,46,63,21,32,38
2016/11/21,11:21:43,22904126,120272968,61,1002,25,36,49,62,22,29,37
2016/11/21,11:21:48,22904126,120272968,56,1003,25,36,49,62,22,29,37
2016/11/21,11:21:53,22904126,120272968,53,1003,25,36,49,62,22,29,37
2016/11/21,11:21:58,22904126,120272968,50,1004,25,42,53,69,21,29,37
2016/11/21,11:22:03,22904126,120272968,49,1004,25,42,53,69,21,29,37
2016/11/21,11:22:09,22904128,120272976,46,1004,25,42,53,69,21,29,37
2016/11/21,11:22:14,22904128,120272976,44,1004,25,49,61,79,21,29,37
2016/11/21,11:22:19,22904128,120272976,42,1005,25,49,61,79,21,29,37
2016/11/21,11:22:24,22904128,120272976,38,1005,25,49,61,79,21,29,37
2016/11/21,11:22:29,22904128,120272976,36,1005,25,37,51,70,21,29,37
2016/11/21,11:22:34,22904128,120272976,34,1005,25,37,51,70,21,29,37
2016/11/21,11:22:40,22904124,120272968,32,1006,25,37,51,70,21,29,37
2016/11/21,11:22:45,22904124,120272968,30,1006,25,22,32,43,21,29,37
2016/11/21,11:22:50,22904124,120272968,28,1006,25,22,32,43,21,29,37
2016/11/21,11:22:55,22904124,120272968,24,1007,26,22,32,43,21,29,37
2016/11/21,11:23:00,22904124,120272968,23,1007,26,36,48,62,21,29,37
2016/11/21,11:23:05,22904124,120272968,20,1007,26,36,48,62,21,29,37
2016/11/21,11:23:11,22904132,120272976,19,1007,26,36,48,62,21,29,37
2016/11/21,11:23:16,22904132,120272976,16,1008,26,39,50,66,21,29,37
2016/11/21,11:23:21,22904132,120272976,34,1006,25,39,50,66,21,29,37
2016/11/21,11:23:26,22904132,120272976,11,1008,26,39,50,66,21,29,37
2016/11/21,11:23:31,22904132,120272976,12,1008,26,34,46,58,21,29,37
2016/11/21,11:23:36,22904132,120272976,9,1008,26,34,46,58,21,29,37
2016/11/21,11:23:42,22903980,120273056,5,1009,27,34,46,58,21,29,37
2016/11/21,11:23:47,22903980,120273056,6,1009,27,46,53,67,21,29,37
2016/11/21,11:23:52,22903980,120273056,10,1008,27,46,53,67,21,29,37
2016/11/21,11:23:57,22903980,120273056,10,1008,27,46,53,67,21,29,37
2016/11/21,11:24:02,22903980,120273056,7,1009,27,19,29,33,21,29,37
2016/11/21,11:24:07,22903980,120273056,6,1009,27,19,29,33,21,29,37
2016/11/21,11:24:13,22903978,120273064,8,1009,27,19,29,33,21,29,37
2016/11/21,11:24:18,22903978,120273064,255,1010,28,20,30,37,21,29,37
2016/11/21,11:25:06,22904196,120273088,2,1009,28,22,34,34,21,29,37
2016/11/21,11:25:11,22904196,120273088,1,1010,28,22,34,34,21,29,37
2016/11/21,11:25:16,22904196,120273088,10,1008,28,22,34,34,21,29,37
2016/11/21,11:25:21,22904196,120273088,10,1008,28,22,32,40,21,29,37
2016/11/21,11:25:27,22904114,120273048,11,1008,28,22,32,40,21,29,37
2016/11/21,11:25:32,22904114,120273048,10,1008,28,22,32,40,21,29,37
2016/11/21,11:25:37,22904114,120273048,7,1009,28,22,32,40,21,29,37
2016/11/21,11:25:42,22904114,120273048,9,1009,28,20,29,34,21,29,37
2016/11/21,11:25:47,22904114,120273048,7,1009,29,20,29,34,21,29,37
